OID,lon_e,lat_e
367,126.90200749,34.38674938
368,126.91211609,34.38679837
369,126.92222471,34.38684651
370,126.93233336,34.38689383
371,126.94244203,34.38694030
372,126.95255073,34.38698595
373,126.96265944,34.38703075
374,126.97276818,34.38707473
375,126.98287694,34.38711786
376,126.99298572,34.38716017
377,127.00309453,34.38720163
378,127.01320335,34.38724227
379,127.02331219,34.38728206
380,127.03342105,34.38732103
381,127.04352994,34.38735915
382,127.05363884,34.38739645
383,127.06374776,34.38743290
384,127.07385669,34.38746852
385,127.08396565,34.38750331
386,127.09407462,34.38753726
387,127.10418361,34.38757038
388,127.11429261,34.38760266
389,127.12440163,34.38763411
390,127.13451067,34.38766472
391,127.14461972,34.38769450
392,127.15472878,34.38772344
393,127.16483786,34.38775154
394,127.17494696,34.38777882
395,127.18505606,34.38780525
396,127.19516518,34.38783085
397,127.20527431,34.38785562
398,127.21538346,34.38787955
399,127.22549262,34.38790264
400,127.23560178,34.38792491
401,127.24571096,34.38794633
402,127.25582015,34.38796692
403,127.26592935,34.38798668
404,127.27603856,34.38800560
405,127.28614778,34.38802368
406,127.29625700,34.38804093
407,127.30636624,34.38805734
408,127.31647548,34.38807292
409,127.32658473,34.38808767
410,127.33669399,34.38810158
411,127.34680325,34.38811465
412,127.35691252,34.38812689
413,127.36702180,34.38813829
414,127.37713108,34.38814886
415,127.38724037,34.38815859
416,127.39734966,34.38816749
417,127.40745896,34.38817555
418,127.41756826,34.38818278
419,127.42767756,34.38818917
420,127.43778686,34.38819473
421,127.44789617,34.38819945
422,127.45800548,34.38820334
423,127.46811480,34.38820639
424,127.47822411,34.38820861
425,127.48833343,34.38820999
426,127.49844274,34.38821054
427,127.50855206,34.38821025
428,127.51866137,34.38820912
429,127.52877069,34.38820716
430,127.53888000,34.38820437
431,127.54898931,34.38820074
432,127.55909862,34.38819628
433,127.56920793,34.38819098
434,127.57931723,34.38818484
435,127.58942653,34.38817787
436,127.59953583,34.38817006
437,127.60964512,34.38816142
438,127.61975441,34.38815195
439,127.62986369,34.38814164
440,127.63997297,34.38813049
441,127.65008224,34.38811851
442,127.66019151,34.38810569
443,127.67030077,34.38809204
444,127.68041002,34.38807755
445,127.69051927,34.38806223
446,127.70062850,34.38804608
447,127.71073773,34.38802908
448,127.72084695,34.38801126
449,127.73095617,34.38799259
450,127.74106537,34.38797310
451,127.75117456,34.38795276
452,127.76128374,34.38793160
453,127.77139291,34.38790959
454,127.78150207,34.38788675
455,127.79161122,34.38786308
456,127.80172036,34.38783857
457,127.81182948,34.38781323
458,127.82193859,34.38778705
459,127.83204769,34.38776004
460,127.84215677,34.38773219
461,127.85226584,34.38770350
462,127.86237490,34.38767398
463,127.87248394,34.38764363
464,127.88259296,34.38761244
465,127.89270197,34.38758042
466,127.90281097,34.38754756
467,127.91291994,34.38751386
468,127.92302890,34.38747933
469,127.93313784,34.38744397
470,127.94324677,34.38740777
471,127.95335567,34.38737073
472,127.96346456,34.38733286
473,127.97357343,34.38729416
474,127.98368228,34.38725462
475,127.99379111,34.38721424
476,128.00389992,34.38717303
477,128.01400871,34.38713099
478,128.02411747,34.38708811
479,128.03422622,34.38704439
480,128.04433494,34.38699984
481,128.05444364,34.38695445
482,128.06455232,34.38690823
483,128.07466097,34.38686118
484,128.08476961,34.38681329
485,128.09487821,34.38676456
486,128.10498680,34.38671500
487,128.11509535,34.38666461
488,128.12520389,34.38661338
489,128.13531239,34.38656131
490,128.14542087,34.38650841
491,128.15552933,34.38645468
492,128.16563775,34.38640011
493,128.17574615,34.38634470
494,128.18585453,34.38628846
495,128.19596287,34.38623139
496,128.20607118,34.38617348
497,128.21617947,34.38611473
498,128.22628773,34.38605515
499,128.23639595,34.38599474
500,128.24650415,34.38593349
501,128.25661231,34.38587141
502,128.26672045,34.38580849
503,128.27682855,34.38574473
504,128.28693662,34.38568015
505,128.29704466,34.38561472
506,128.30715267,34.38554846
507,128.31726064,34.38548137
508,128.32736858,34.38541344
509,128.33747648,34.38534468
510,128.34758435,34.38527508
511,128.35769219,34.38520465
512,128.36779999,34.38513338
513,128.37790775,34.38506128
514,128.38801548,34.38498835
515,128.39812317,34.38491457
516,128.40823083,34.38483997
517,128.41833844,34.38476453
518,128.42844602,34.38468825
519,128.43855357,34.38461114
520,128.44866107,34.38453320
521,128.45876853,34.38445442
522,128.46887596,34.38437480
523,128.47898334,34.38429435
524,128.48909069,34.38421307
525,128.49919799,34.38413095
526,128.50930525,34.38404800
527,128.51941247,34.38396421
528,128.52951965,34.38387959
529,128.53962679,34.38379414
530,128.54973388,34.38370784
531,128.55984093,34.38362072
532,128.56994794,34.38353276
533,128.58005490,34.38344396
534,128.59016182,34.38335433
535,128.60026869,34.38326387
536,128.61037552,34.38317257
537,128.62048231,34.38308044
538,128.63058904,34.38298747
539,128.64069573,34.38289367
540,128.65080237,34.38279903
541,128.66090897,34.38270356
542,128.67101552,34.38260726
543,128.68112202,34.38251012
544,128.69122847,34.38241215
545,128.70133487,34.38231334
546,128.71144123,34.38221369
547,128.72154753,34.38211322
548,128.73165378,34.38201191
549,128.74175998,34.38190976
550,128.75186613,34.38180678
551,128.76197223,34.38170297
552,128.77207828,34.38159832
553,128.78218428,34.38149284
554,128.79229022,34.38138652
555,128.80239611,34.38127937
556,128.81250194,34.38117138
557,128.82260773,34.38106256
558,128.83271345,34.38095291
559,128.84281913,34.38084242
560,128.85292474,34.38073110
561,128.86303031,34.38061894
562,128.87313581,34.38050595
563,128.88324126,34.38039213
564,128.89334665,34.38027747
565,128.90345199,34.38016197
566,128.91355727,34.38004565
567,128.92366248,34.37992848
568,128.93376765,34.37981049
569,128.94387275,34.37969166
570,128.95397779,34.37957200
571,128.96408277,34.37945150
572,128.97418769,34.37933017
573,128.98429255,34.37920800
574,128.99439736,34.37908500
575,129.00450209,34.37896117
576,129.01460677,34.37883650
577,129.02471139,34.37871100
578,129.03481594,34.37858467
579,129.04492043,34.37845750
580,129.05502485,34.37832950
581,129.06512922,34.37820066
582,129.07523351,34.37807099
583,129.08533774,34.37794049
584,129.09544191,34.37780915
585,129.10554601,34.37767698
586,129.11565005,34.37754397
587,129.12575402,34.37741013
588,129.13585792,34.37727546
589,129.14596176,34.37713995
590,129.15606552,34.37700361
591,129.16616922,34.37686644
592,129.17627285,34.37672843
593,129.18637642,34.37658959
594,129.19647991,34.37644992
595,129.20658333,34.37630941
596,129.21668668,34.37616807
597,129.22678996,34.37602589
598,129.23689318,34.37588288
599,129.24699632,34.37573904
600,129.25709938,34.37559436
601,126.23481595,34.38820514
602,126.24492282,34.38830923
603,126.25502974,34.38841250
604,126.26513671,34.38851492
605,126.27524373,34.38861652
606,126.28535080,34.38871728
607,126.29545792,34.38881720
608,126.30556510,34.38891629
609,126.31567232,34.38901454
610,126.32577959,34.38911196
611,126.33588690,34.38920855
612,126.34599427,34.38930430
613,126.35610168,34.38939922
614,126.36620914,34.38949330
615,126.37631665,34.38958655
616,126.38642420,34.38967896
617,126.39653180,34.38977054
618,126.40663945,34.38986128
619,126.41674714,34.38995119
620,126.42685487,34.39004026
621,126.43696265,34.39012850
622,126.44707047,34.39021590
623,126.45717834,34.39030247
624,126.46728625,34.39038821
625,126.47739420,34.39047311
626,126.48750219,34.39055717
627,126.49761023,34.39064040
628,126.50771830,34.39072280
629,126.51782642,34.39080436
630,126.52793458,34.39088508
631,126.53804277,34.39096497
632,126.54815101,34.39104403
633,126.55825929,34.39112225
634,126.56836760,34.39119964
635,126.57847596,34.39127619
636,126.58858435,34.39135190
637,126.59869278,34.39142678
638,126.60880124,34.39150083
639,126.61890974,34.39157404
640,126.62901828,34.39164642
641,126.63912686,34.39171796
642,126.64923547,34.39178867
643,126.65934411,34.39185854
644,126.66945279,34.39192758
645,126.67956150,34.39199578
646,126.68967025,34.39206314
647,126.69977903,34.39212968
648,126.70988785,34.39219537
649,126.71999669,34.39226023
650,126.73010557,34.39232426
651,126.74021448,34.39238745
652,126.75032342,34.39244981
653,126.76043239,34.39251133
654,126.77054140,34.39257202
655,126.78065043,34.39263187
656,126.79075949,34.39269088
657,126.80086858,34.39274906
658,126.81097770,34.39280641
659,126.82108685,34.39286292
660,126.83119603,34.39291860
661,126.84130523,34.39297344
662,126.85141447,34.39302744
663,126.86152372,34.39308061
664,126.87163301,34.39313295
665,126.88174232,34.39318445
666,126.89185165,34.39323511
667,126.90196101,34.39328494
668,126.91207040,34.39333394
669,126.92217981,34.39338210
670,126.93228924,34.39342942
671,126.94239870,34.39347591
672,126.95250818,34.39352156
673,126.96261768,34.39356638
674,126.97272720,34.39361036
675,126.98283675,34.39365351
676,126.99294632,34.39369582
677,127.00305590,34.39373730
678,127.01316551,34.39377794
679,127.02327514,34.39381775
680,127.03338479,34.39385672
681,127.04349446,34.39389486
682,127.05360414,34.39393216
683,127.06371385,34.39396863
684,127.07382357,34.39400426
685,127.08393331,34.39403905
686,127.09404307,34.39407301
687,127.10415284,34.39410614
688,127.11426263,34.39413843
689,127.12437244,34.39416988
690,127.13448226,34.39420050
691,127.14459210,34.39423029
692,127.15470195,34.39425923
693,127.16481181,34.39428735
694,127.17492169,34.39431462
695,127.18503158,34.39434107
696,127.19514149,34.39436667
697,127.20525141,34.39439145
698,127.21536134,34.39441538
699,127.22547128,34.39443848
700,127.23558123,34.39446075
701,127.24569120,34.39448218
702,127.25580117,34.39450278
703,127.26591115,34.39452254
704,127.27602115,34.39454146
705,127.28613115,34.39455955
706,127.29624117,34.39457680
707,127.30635119,34.39459322
708,127.31646122,34.39460880
709,127.32657125,34.39462355
710,127.33668129,34.39463746
711,127.34679134,34.39465054
712,127.35690140,34.39466278
713,127.36701146,34.39467419
714,127.37712153,34.39468476
715,127.38723160,34.39469450
716,127.39734168,34.39470340
717,127.40745176,34.39471146
718,127.41756185,34.39471869
719,127.42767194,34.39472508
720,127.43778203,34.39473064
721,127.44789212,34.39473537
722,127.45800222,34.39473925
723,127.46811232,34.39474231
724,127.47822242,34.39474452
725,127.48833252,34.39474590
726,127.49844262,34.39474645
727,127.50855272,34.39474616
728,127.51866282,34.39474504
729,127.52877292,34.39474308
730,127.53888302,34.39474028
731,127.54899312,34.39473665
732,127.55910321,34.39473219
733,127.56921330,34.39472688
734,127.57932339,34.39472075
735,127.58943348,34.39471378
736,127.59954356,34.39470597
737,127.60965364,34.39469733
738,127.61976372,34.39468785
739,127.62987379,34.39467753
740,127.63998385,34.39466639
741,127.65009391,34.39465440
742,127.66020396,34.39464158
743,127.67031401,34.39462793
744,127.68042405,34.39461344
745,127.69053408,34.39459811
746,127.70064410,34.39458195
747,127.71075411,34.39456495
748,127.72086412,34.39454712
749,127.73097412,34.39452845
750,127.74108411,34.39450895
751,127.75119408,34.39448861
752,127.76130405,34.39446744
753,127.77141401,34.39444543
754,127.78152395,34.39442259
755,127.79163389,34.39439891
756,127.80174381,34.39437440
757,127.81185372,34.39434905
758,127.82196361,34.39432286
759,127.83207350,34.39429584
760,127.84218337,34.39426798
761,127.85229322,34.39423929
762,127.86240306,34.39420977
763,127.87251289,34.39417941
764,127.88262270,34.39414821
765,127.89273250,34.39411618
766,127.90284227,34.39408331
767,127.91295204,34.39404961
768,127.92306178,34.39401507
769,127.93317151,34.39397969
770,127.94328122,34.39394349
771,127.95339091,34.39390644
772,127.96350059,34.39386856
773,127.97361024,34.39382985
774,127.98371987,34.39379030
775,127.99382949,34.39374991
776,128.00393908,34.39370869
777,128.01404866,34.39366664
778,128.02415821,34.39362375
779,128.03426774,34.39358002
780,128.04437725,34.39353546
781,128.05448674,34.39349006
782,128.06459620,34.39344383
783,128.07470564,34.39339676
784,128.08481506,34.39334886
785,128.09492445,34.39330013
786,128.10503382,34.39325055
787,128.11514316,34.39320015
788,128.12525248,34.39314890
789,128.13536177,34.39309683
790,128.14547104,34.39304391
791,128.15558028,34.39299016
792,128.16568949,34.39293558
793,128.17579867,34.39288016
794,128.18590783,34.39282391
795,128.19601696,34.39276682
796,128.20612606,34.39270890
797,128.21623513,34.39265014
798,128.22634417,34.39259054
799,128.23645319,34.39253011
800,128.24656217,34.39246885
801,128.25667112,34.39240675
802,128.26678004,34.39234382
803,128.27688893,34.39228005
804,128.28699778,34.39221544
805,128.29710661,34.39215000
806,128.30721540,34.39208373
807,128.31732415,34.39201662
808,128.32743288,34.39194868
809,128.33754157,34.39187990
810,128.34765023,34.39181028
811,128.35775885,34.39173983
812,128.36786743,34.39166855
813,128.37797598,34.39159643
814,128.38808449,34.39152348
815,128.39819297,34.39144969
816,128.40830141,34.39137506
817,128.41840981,34.39129960
818,128.42851818,34.39122331
819,128.43862651,34.39114618
820,128.44873479,34.39106822
821,128.45884304,34.39098942
822,128.46895125,34.39090978
823,128.47905942,34.39082932
824,128.48916755,34.39074801
825,128.49927564,34.39066587
826,128.50938369,34.39058290
827,128.51949169,34.39049909
828,128.52959966,34.39041445
829,128.53970758,34.39032897
830,128.54981546,34.39024266
831,128.55992329,34.39015552
832,128.57003109,34.39006753
833,128.58013883,34.38997872
834,128.59024654,34.38988907
835,128.60035420,34.38979858
836,128.61046181,34.38970726
837,128.62056938,34.38961511
838,128.63067690,34.38952212
839,128.64078437,34.38942829
840,128.65089180,34.38933363
841,128.66099918,34.38923814
842,128.67110652,34.38914181
843,128.68121380,34.38904465
844,128.69132104,34.38894665
845,128.70142822,34.38884782
846,128.71153536,34.38874815
847,128.72164245,34.38864765
848,128.73174949,34.38854631
849,128.74185647,34.38844414
850,128.75196341,34.38834114
851,128.76207029,34.38823730
852,128.77217713,34.38813262
853,128.78228391,34.38802711
854,128.79239063,34.38792077
855,128.80249731,34.38781359
856,128.81260393,34.38770558
857,128.82271049,34.38759674
858,128.83281701,34.38748706
859,128.84292347,34.38737654
860,128.85302987,34.38726519
861,128.86313621,34.38715301
862,128.87324250,34.38703999
863,128.88334874,34.38692614
864,128.89345491,34.38681145
865,128.90356103,34.38669593
866,128.91366710,34.38657957
867,128.92377310,34.38646238
868,128.93387904,34.38634436
869,128.94398493,34.38622550
870,128.95409076,34.38610581
871,128.96419652,34.38598528
872,128.97430223,34.38586392
873,128.98440788,34.38574173
874,128.99451346,34.38561870
875,129.00461898,34.38549483
876,129.01472445,34.38537014
877,129.02482985,34.38524461
878,129.03493518,34.38511824
879,129.04504046,34.38499104
880,129.05514566,34.38486301
881,129.06525081,34.38473414
882,129.07535589,34.38460444
883,129.08546091,34.38447390
884,129.09556586,34.38434253
885,129.10567075,34.38421033
886,129.11577557,34.38407729
887,129.12588032,34.38394342
888,129.13598500,34.38380871
889,129.14608962,34.38367317
890,129.15619418,34.38353680
891,129.16629866,34.38339959
892,129.17640307,34.38326155
893,129.18650742,34.38312268
894,129.19661170,34.38298297
895,129.20671590,34.38284243
896,129.21682004,34.38270105
897,129.22692411,34.38255884
898,129.23702810,34.38241580
899,129.24713202,34.38227192
900,129.25723587,34.38212721
901,126.23471761,34.39473945
902,126.24482527,34.39484358
903,126.25493297,34.39494686
904,126.26504073,34.39504931
905,126.27514854,34.39515093
906,126.28525639,34.39525172
907,126.29536430,34.39535166
908,126.30547226,34.39545078
909,126.31558026,34.39554906
910,126.32568832,34.39564650
911,126.33579642,34.39574311
912,126.34590457,34.39583888
913,126.35601277,34.39593382
914,126.36612102,34.39602793
915,126.37622931,34.39612120
916,126.38633765,34.39621363
917,126.39644603,34.39630523
918,126.40655446,34.39639600
919,126.41666294,34.39648593
920,126.42677146,34.39657502
921,126.43688002,34.39666328
922,126.44698863,34.39675071
923,126.45709728,34.39683730
924,126.46720597,34.39692305
925,126.47731471,34.39700797
926,126.48742349,34.39709206
927,126.49753231,34.39717531
928,126.50764117,34.39725772
929,126.51775007,34.39733930
930,126.52785902,34.39742005
931,126.53796800,34.39749996
932,126.54807702,34.39757903
933,126.55818608,34.39765727
934,126.56829518,34.39773468
935,126.57840432,34.39781125
936,126.58851350,34.39788698
937,126.59862271,34.39796188
938,126.60873196,34.39803595
939,126.61884125,34.39810918
940,126.62895058,34.39818157
941,126.63905994,34.39825313
942,126.64916933,34.39832385
943,126.65927876,34.39839374
944,126.66938823,34.39846280
945,126.67949773,34.39853101
946,126.68960726,34.39859840
947,126.69971683,34.39866495
948,126.70982642,34.39873066
949,126.71993606,34.39879554
950,126.73004572,34.39885958
951,126.74015542,34.39892278
952,126.75026514,34.39898516
953,126.76037490,34.39904669
954,126.77048469,34.39910739
955,126.78059451,34.39916726
956,126.79070436,34.39922629
957,126.80081423,34.39928448
958,126.81092414,34.39934184
959,126.82103407,34.39939837
960,126.83114404,34.39945406
961,126.84125403,34.39950891
962,126.85136404,34.39956293
963,126.86147409,34.39961611
964,126.87158416,34.39966846
965,126.88169425,34.39971997
966,126.89180437,34.39977065
967,126.90191452,34.39982049
968,126.91202469,34.39986950
969,126.92213489,34.39991767
970,126.93224511,34.39996501
971,126.94235535,34.40001151
972,126.95246561,34.40005717
973,126.96257590,34.40010200
974,126.97268621,34.40014599
975,126.98279654,34.40018915
976,126.99290690,34.40023148
977,127.00301727,34.40027296
978,127.01312766,34.40031362
979,127.02323808,34.40035343
980,127.03334851,34.40039241
981,127.04345897,34.40043056
982,127.05356944,34.40046787
983,127.06367993,34.40050435
984,127.07379044,34.40053998
985,127.08390096,34.40057479
986,127.09401151,34.40060876
987,127.10412206,34.40064189
988,127.11423264,34.40067419
989,127.12434323,34.40070565
990,127.13445384,34.40073628
991,127.14456446,34.40076607
992,127.15467510,34.40079502
993,127.16478575,34.40082314
994,127.17489642,34.40085043
995,127.18500710,34.40087688
996,127.19511779,34.40090249
997,127.20522849,34.40092727
