OID,lon_e,lat_e
496,128.32565353,36.34699829
497,128.33600898,36.34692629
498,128.34636440,36.34685340
499,128.35671978,36.34677960
500,128.36707512,36.34670491
501,128.37743042,36.34662932
502,128.38778568,36.34655283
503,128.39814091,36.34647545
504,128.40849609,36.34639717
505,128.41885124,36.34631799
506,128.42920634,36.34623792
507,128.43956141,36.34615694
508,128.44991643,36.34607507
509,128.46027141,36.34599231
510,128.47062634,36.34590864
511,128.48098124,36.34582408
512,128.49133609,36.34573863
513,128.50169089,36.34565227
514,128.51204566,36.34556502
515,128.52240037,36.34547687
516,128.53275505,36.34538783
517,128.54310967,36.34529788
518,128.55346426,36.34520704
519,128.56381879,36.34511531
520,128.57417328,36.34502267
521,128.58452772,36.34492914
522,128.59488211,36.34483471
523,128.60523645,36.34473939
524,128.61559074,36.34464317
525,128.62594499,36.34454605
526,128.63629918,36.34444804
527,128.64665333,36.34434912
528,128.65700742,36.34424931
529,128.66736147,36.34414861
530,128.67771546,36.34404701
531,128.68806940,36.34394451
532,128.69842328,36.34384111
533,128.70877712,36.34373682
534,128.71913090,36.34363163
535,128.72948463,36.34352554
536,128.73983830,36.34341856
537,128.75019191,36.34331068
538,128.76054548,36.34320190
539,128.77089898,36.34309223
540,128.78125243,36.34298166
541,128.79160583,36.34287019
542,128.80195916,36.34275783
543,128.81231244,36.34264457
544,128.82266566,36.34253041
545,128.83301882,36.34241536
546,128.84337193,36.34229941
547,128.85372497,36.34218256
548,128.86407795,36.34206482
549,128.87443088,36.34194618
550,128.88478374,36.34182664
551,128.89513654,36.34170621
552,128.90548928,36.34158488
553,128.91584196,36.34146265
554,128.92619457,36.34133953
555,128.93654713,36.34121551
556,128.94689962,36.34109060
557,128.95725204,36.34096479
558,128.96760440,36.34083808
559,128.97795669,36.34071048
560,128.98830892,36.34058198
561,128.99866109,36.34045258
562,129.00901319,36.34032229
563,129.01936522,36.34019110
564,129.02971718,36.34005901
565,129.04006908,36.33992603
566,129.05042091,36.33979215
567,129.06077267,36.33965738
568,129.07112436,36.33952171
569,129.08147598,36.33938514
570,129.09182753,36.33924768
571,129.10217901,36.33910932
572,129.11253042,36.33897006
573,129.12288176,36.33882991
574,129.13323303,36.33868886
575,129.14358422,36.33854692
576,129.15393534,36.33840408
577,129.16428639,36.33826034
578,129.17463737,36.33811571
579,129.18498827,36.33797019
580,129.19533910,36.33782376
581,129.20568985,36.33767644
582,129.21604053,36.33752823
583,129.22639113,36.33737912
584,129.23674165,36.33722911
585,129.24709210,36.33707821
586,129.25744247,36.33692641
587,129.26779276,36.33677371
588,129.27814298,36.33662012
589,129.28849312,36.33646564
590,129.29884317,36.33631025
591,129.30919315,36.33615398
592,129.31954305,36.33599680
593,129.32989287,36.33583873
594,129.34024260,36.33567977
595,129.35059226,36.33551991
596,129.36094183,36.33535915
597,129.37129132,36.33519750
598,129.38164073,36.33503495
599,129.39199005,36.33487151
600,129.40233930,36.33470717
601,126.30610853,36.35041985
602,126.31646330,36.35052287
603,126.32681813,36.35062499
604,126.33717301,36.35072621
605,126.34752794,36.35082654
606,126.35788292,36.35092597
607,126.36823795,36.35102451
608,126.37859304,36.35112215
609,126.38894817,36.35121889
610,126.39930335,36.35131473
611,126.40965858,36.35140967
612,126.42001385,36.35150372
613,126.43036918,36.35159687
614,126.44072455,36.35168913
615,126.45107997,36.35178049
616,126.46143544,36.35187095
617,126.47179095,36.35196051
618,126.48214651,36.35204917
619,126.49250211,36.35213694
620,126.50285776,36.35222381
621,126.51321345,36.35230979
622,126.52356919,36.35239486
623,126.53392496,36.35247904
624,126.54428078,36.35256232
625,126.55463665,36.35264471
626,126.56499255,36.35272620
627,126.57534850,36.35280679
628,126.58570449,36.35288648
629,126.59606051,36.35296527
630,126.60641658,36.35304317
631,126.61677269,36.35312017
632,126.62712884,36.35319628
633,126.63748502,36.35327148
634,126.64784124,36.35334579
635,126.65819750,36.35341920
636,126.66855380,36.35349171
637,126.67891014,36.35356333
638,126.68926651,36.35363405
639,126.69962292,36.35370387
640,126.70997936,36.35377279
641,126.72033584,36.35384082
642,126.73069235,36.35390795
643,126.74104889,36.35397418
644,126.75140547,36.35403951
645,126.76176209,36.35410395
646,126.77211873,36.35416749
647,126.78247541,36.35423013
648,126.79283212,36.35429187
649,126.80318886,36.35435272
650,126.81354563,36.35441267
651,126.82390243,36.35447172
652,126.83425926,36.35452987
653,126.84461613,36.35458713
654,126.85497302,36.35464349
655,126.86532993,36.35469895
656,126.87568688,36.35475351
657,126.88604386,36.35480718
658,126.89640086,36.35485994
659,126.90675788,36.35491181
660,126.91711494,36.35496279
661,126.92747202,36.35501286
662,126.93782913,36.35506204
663,126.94818626,36.35511032
664,126.95854341,36.35515770
665,126.96890059,36.35520418
666,126.97925779,36.35524977
667,126.98961502,36.35529446
668,126.99997227,36.35533825
669,127.01032954,36.35538114
670,127.02068683,36.35542314
671,127.03104414,36.35546424
672,127.04140148,36.35550444
673,127.05175883,36.35554374
674,127.06211620,36.35558214
675,127.07247360,36.35561965
676,127.08283101,36.35565626
677,127.09318844,36.35569197
678,127.10354589,36.35572679
679,127.11390335,36.35576070
680,127.12426084,36.35579372
681,127.13461834,36.35582584
682,127.14497586,36.35585706
683,127.15533339,36.35588739
684,127.16569093,36.35591682
685,127.17604850,36.35594535
686,127.18640607,36.35597298
687,127.19676366,36.35599971
688,127.20712127,36.35602555
689,127.21747888,36.35605049
690,127.22783651,36.35607453
691,127.23819415,36.35609767
692,127.24855181,36.35611991
693,127.25890947,36.35614126
694,127.26926714,36.35616171
695,127.27962483,36.35618126
696,127.28998252,36.35619992
697,127.30034023,36.35621767
698,127.31069794,36.35623453
699,127.32105566,36.35625049
700,127.33141339,36.35626555
701,127.34177113,36.35627972
702,127.35212887,36.35629298
703,127.36248662,36.35630535
704,127.37284437,36.35631682
705,127.38320214,36.35632740
706,127.39355990,36.35633707
707,127.40391767,36.35634585
708,127.41427545,36.35635373
709,127.42463323,36.35636071
710,127.43499101,36.35636680
711,127.44534880,36.35637198
712,127.45570659,36.35637627
713,127.46606438,36.35637966
714,127.47642217,36.35638215
715,127.48677996,36.35638375
716,127.49713775,36.35638445
717,127.50749555,36.35638424
718,127.51785334,36.35638315
719,127.52821113,36.35638115
720,127.53856892,36.35637826
721,127.54892671,36.35637446
722,127.55928450,36.35636977
723,127.56964228,36.35636419
724,127.58000007,36.35635770
725,127.59035784,36.35635032
726,127.60071562,36.35634203
727,127.61107339,36.35633286
728,127.62143115,36.35632278
729,127.63178891,36.35631180
730,127.64214666,36.35629993
731,127.65250441,36.35628716
732,127.66286215,36.35627349
733,127.67321989,36.35625893
734,127.68357761,36.35624346
735,127.69393533,36.35622710
736,127.70429304,36.35620984
737,127.71465074,36.35619168
738,127.72500843,36.35617263
739,127.73536611,36.35615267
740,127.74572378,36.35613182
741,127.75608143,36.35611007
742,127.76643908,36.35608743
743,127.77679672,36.35606388
744,127.78715434,36.35603944
745,127.79751195,36.35601410
746,127.80786955,36.35598786
747,127.81822713,36.35596073
748,127.82858470,36.35593269
749,127.83894226,36.35590376
750,127.84929980,36.35587393
751,127.85965733,36.35584321
752,127.87001483,36.35581158
753,127.88037233,36.35577906
754,127.89072980,36.35574564
755,127.90108726,36.35571132
756,127.91144470,36.35567611
757,127.92180212,36.35563999
758,127.93215953,36.35560298
759,127.94251691,36.35556508
760,127.95287428,36.35552627
761,127.96323162,36.35548656
762,127.97358895,36.35544596
763,127.98394625,36.35540446
764,127.99430353,36.35536207
765,128.00466079,36.35531877
766,128.01501803,36.35527458
767,128.02537525,36.35522949
768,128.03573244,36.35518350
769,128.04608961,36.35513661
770,128.05644675,36.35508883
771,128.06680387,36.35504015
772,128.07716097,36.35499057
773,128.08751803,36.35494009
774,128.09787508,36.35488872
775,128.10823209,36.35483645
776,128.11858908,36.35478328
777,128.12894605,36.35472921
778,128.13930298,36.35467425
779,128.14965989,36.35461839
780,128.16001676,36.35456163
781,128.17037361,36.35450397
782,128.18073043,36.35444541
783,128.19108722,36.35438596
784,128.20144398,36.35432561
785,128.21180070,36.35426436
786,128.22215740,36.35420222
787,128.23251406,36.35413918
788,128.24287069,36.35407524
789,128.25322729,36.35401040
790,128.26358385,36.35394466
791,128.27394039,36.35387803
792,128.28429688,36.35381050
793,128.29465334,36.35374207
794,128.30500977,36.35367275
795,128.31536616,36.35360253
796,128.32572252,36.35353141
797,128.33607883,36.35345939
798,128.34643512,36.35338647
799,128.35679136,36.35331266
800,128.36714757,36.35323795
801,128.37750373,36.35316234
802,128.38785986,36.35308584
803,128.39821595,36.35300844
804,128.40857200,36.35293014
805,128.41892801,36.35285094
806,128.42928398,36.35277085
807,128.43963991,36.35268986
808,128.44999580,36.35260797
809,128.46035164,36.35252518
810,128.47070744,36.35244150
811,128.48106320,36.35235692
812,128.49141892,36.35227144
813,128.50177459,36.35218506
814,128.51213021,36.35209779
815,128.52248580,36.35200962
816,128.53284133,36.35192056
817,128.54319683,36.35183059
818,128.55355227,36.35173973
819,128.56390767,36.35164797
820,128.57426302,36.35155532
821,128.58461833,36.35146176
822,128.59497358,36.35136731
823,128.60532879,36.35127197
824,128.61568395,36.35117572
825,128.62603906,36.35107858
826,128.63639412,36.35098054
827,128.64674913,36.35088161
828,128.65710409,36.35078177
829,128.66745899,36.35068104
830,128.67781385,36.35057942
831,128.68816865,36.35047689
832,128.69852341,36.35037347
833,128.70887810,36.35026916
834,128.71923275,36.35016394
835,128.72958734,36.35005783
836,128.73994188,36.34995082
837,128.75029636,36.34984291
838,128.76065078,36.34973411
839,128.77100516,36.34962441
840,128.78135947,36.34951382
841,128.79171373,36.34940232
842,128.80206793,36.34928993
843,128.81242207,36.34917665
844,128.82277616,36.34906246
845,128.83313018,36.34894738
846,128.84348415,36.34883140
847,128.85383806,36.34871453
848,128.86419190,36.34859676
849,128.87454569,36.34847809
850,128.88489942,36.34835853
851,128.89525308,36.34823806
852,128.90560669,36.34811671
853,128.91596023,36.34799445
854,128.92631371,36.34787130
855,128.93666713,36.34774725
856,128.94702048,36.34762231
857,128.95737377,36.34749647
858,128.96772699,36.34736973
859,128.97808015,36.34724210
860,128.98843325,36.34711356
861,128.99878627,36.34698414
862,129.00913924,36.34685381
863,129.01949213,36.34672259
864,129.02984496,36.34659048
865,129.04019772,36.34645746
866,129.05055041,36.34632355
867,129.06090303,36.34618875
868,129.07125559,36.34605304
869,129.08160807,36.34591644
870,129.09196049,36.34577895
871,129.10231283,36.34564056
872,129.11266511,36.34550127
873,129.12301731,36.34536108
874,129.13336944,36.34522000
875,129.14372150,36.34507803
876,129.15407349,36.34493515
877,129.16442540,36.34479138
878,129.17477724,36.34464672
879,129.18512900,36.34450115
880,129.19548069,36.34435470
881,129.20583231,36.34420734
882,129.21618385,36.34405909
883,129.22653531,36.34390994
884,129.23688670,36.34375990
885,129.24723801,36.34360896
886,129.25758925,36.34345713
887,129.26794040,36.34330440
888,129.27829148,36.34315077
889,129.28864248,36.34299625
890,129.29899340,36.34284083
891,129.30934424,36.34268451
892,129.31969500,36.34252730
893,129.33004568,36.34236920
894,129.34039628,36.34221019
895,129.35074680,36.34205029
896,129.36109724,36.34188950
897,129.37144759,36.34172781
898,129.38179786,36.34156522
899,129.39214805,36.34140174
900,129.40249816,36.34123737
901,126.30600876,36.35695221
902,126.31636440,36.35705526
903,126.32672009,36.35715740
904,126.33707584,36.35725865
905,126.34743163,36.35735900
906,126.35778748,36.35745846
907,126.36814338,36.35755702
908,126.37849932,36.35765468
909,126.38885532,36.35775144
910,126.39921136,36.35784731
911,126.40956746,36.35794227
912,126.41992360,36.35803635
913,126.43027979,36.35812952
914,126.44063603,36.35822180
915,126.45099232,36.35831317
916,126.46134865,36.35840366
917,126.47170502,36.35849324
918,126.48206145,36.35858193
919,126.49241791,36.35866972
920,126.50277443,36.35875661
921,126.51313098,36.35884260
922,126.52348758,36.35892770
923,126.53384423,36.35901190
924,126.54420091,36.35909520
925,126.55455764,36.35917760
926,126.56491441,36.35925911
927,126.57527122,36.35933972
928,126.58562807,36.35941943
929,126.59598497,36.35949824
930,126.60634190,36.35957616
931,126.61669887,36.35965318
932,126.62705588,36.35972930
933,126.63741294,36.35980452
934,126.64777002,36.35987885
935,126.65812715,36.35995228
936,126.66848431,36.36002481
937,126.67884151,36.36009644
938,126.68919875,36.36016718
939,126.69955602,36.36023702
940,126.70991333,36.36030596
941,126.72027067,36.36037400
942,126.73062805,36.36044114
943,126.74098546,36.36050739
944,126.75134291,36.36057274
945,126.76170038,36.36063719
946,126.77205789,36.36070074
947,126.78241544,36.36076340
948,126.79277301,36.36082516
949,126.80313062,36.36088602
950,126.81348826,36.36094598
951,126.82384592,36.36100505
952,126.83420362,36.36106321
953,126.84456135,36.36112048
954,126.85491910,36.36117685
955,126.86527689,36.36123233
956,126.87563470,36.36128690
957,126.88599254,36.36134058
958,126.89635041,36.36139336
959,126.90670830,36.36144524
960,126.91706622,36.36149623
961,126.92742417,36.36154632
962,126.93778214,36.36159550
963,126.94814013,36.36164380
964,126.95849815,36.36169119
965,126.96885620,36.36173768
966,126.97921427,36.36178328
967,126.98957236,36.36182798
968,126.99993047,36.36187178
969,127.01028861,36.36191469
970,127.02064677,36.36195669
971,127.03100494,36.36199780
972,127.04136314,36.36203801
973,127.05172136,36.36207732
974,127.06207960,36.36211573
975,127.07243786,36.36215325
976,127.08279614,36.36218987
977,127.09315444,36.36222559
978,127.10351275,36.36226041
979,127.11387108,36.36229434
980,127.12422943,36.36232736
981,127.13458780,36.36235949
982,127.14494618,36.36239072
983,127.15530458,36.36242105
984,127.16566299,36.36245049
985,127.17602142,36.36247902
986,127.18637986,36.36250666
987,127.19673832,36.36253340
988,127.20709679,36.36255924
989,127.21745527,36.36258419
990,127.22781376,36.36260823
991,127.23817227,36.36263138
992,127.24853079,36.36265363
993,127.25888932,36.36267498
994,127.26924786,36.36269544
995,127.27960641,36.36271500
996,127.28996497,36.36273365
997,127.30032354,36.36275141
